id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
Drae Nofuente,i think the reason why they dont have much powerful vocals in this song is because its an up tempo song. and it doesnt need much powerful notes like ballads. try listening to their song tilaluha. it showcases their main vocals powerful vocal ability,0,249,33,SS,0,Not-Request,,,,
Pau Amodia,"Most handsome? Not by a longshot. But it's about time that we let talent shine through. Filipinos give record deals to good looking people all the time. Sadly, not a lot of them are actually good at it. Filipinos in general are decent singers and grew up in a music rich culture. I'd even dare say that if there was such a thing as ""international singing baseline/threshold"", I'd say we'd be near the top. With that being said, most of us can distinguish which singers are decent, and which ones are really good.I think the main reason why Filipinos follow K-Pop is due to the visuals and concepts that are currently lacking in our music industry. K-Pop reminds us of how desperate our music industry is for a change. A breath of fresh air if you may.Thanks for the review! New sub here.",0,787,1,Positive,0,Not-Request,,,,
Ian Almanon,"For the filipino fans this is a new fresh style of music!.we have different genre of music here in the philippines!and this is the first time that we had our OWN P-POP INSPIRED BY KOREANS FAMOUS BOYBAND.Thats why their are very popular now in our country. In your point of view there some off! because korea is known for kpop etc!and philippines is famous for WORLD CLASS SINGERS AROUND THE WORLD.so for us as a filipino this is ALREADY BEYOND PERFECT!because no one ever done this before here in our country,this is a good start for us!to have our very own!!! we are all proud for Sb19.Im rooting for them",0,606,33,SS,0,Not-Request,,,,
NaruHina Uzumaki,They are the one who wrote the song.,0,36,33,SS,0,Not-Request,,,,
Petpet Pokker,taetae,0,6,33,SS,0,Not-Request,,,,
Goddess Nancy,They are now gaining lots of attention here in the philippines. With just 1 year they are now included in the Billboards Next Big Sound Chart being top 6 on the list.,0,166,33,SS,0,Not-Request,,,,
hello kitty,lyrics are actually really great..  not cringy at all..,0,55,33,SS,0,Not-Request,,,,
I am Aroha나는 아로하 다,"As a Filipino fan I don't actually think that this is already the best of their vocals, they are just starting. Tho this would create a high standard in p pop industry since they are the first boy group here. They already got lots of recognition here in our country because it's the aim of this group, the local fans, and after getting the attention of local people they will soon rise internationally.Sending love from the Philippines",0,435,33,SS,0,Not-Request,,,,
Mirabella Alexandria Robles,No offence or anything but your name is kinda... Uhh in the Filipino language since i'm learning it (Reason is SB19 and family reaunite),0,136,33,SS,0,Not-Request,,,,
apple pye,"The thing is ang Korea, pop lang ang sikat sa kanila pero sa pinas marami tayong tinatangkilik na ibat ibang genre, sumisikat ang rock band, hip hop, ballad, soul, rnb, acoustic at iba pa. Kaya proud pa rin ako sa opm dahil lahat sumisikat. Sa kanila paulit ulit nlang pop, pop, pop yun nlang sakanila. Kahit akong hnd nakikinig ng kpop, nagsasawa pa rin ako.",0,359,33,SS,0,Not-Request,,,,
Dianne,You talk too much,0,17,0,Negative,0,Not-Request,,,,
cindy mananzala martinez,"From my viewpoint, at first it was cringy because I'm not used to understanding the lyrics whenever I listen to kpop. But afterwards, I grew to appreciate their talent, and the cringe lessened over time.",0,203,33,SS,0,Not-Request,,,,
Jm Dy,It might not sound good to you guys but for us filipinos we have diff kind of taste in music and i think this is damn good. Skills in singing and dancing is superb. And also the message of the song made this mv perfect in my ears,0,229,33,SS,0,Not-Request,,,,
jose lope,[MV] Z-Boys 'Holla Holla'https://www.youtube.com/watch?v=tQpldHIQCLI,0,68,33,SS,1,Request,,,,
이동하,He is korea No.1,0,16,1,Positive,0,Not-Request,,,,
Frederick Rommel Dimaculangan,"GO UP 그래, 올라갈거야그래, 우리 올라갈거야빛만 보입니다눈을 감을 때마다어둠 속에서 내 별이 빛난다아무것도 막을 수 없어이건 내 약속이야 절대 포기 하지마내가 실패하더라도 그래내가 준비 됐어 (준비)어서 날 시험 해봐그래, 올라갈거야나는 내 마음을 줄 것이다꿈이 이루어지면 절대 멈추지 않아모든 걸 다룰 준비가 됐어요더 불가능한그래, 올라갈거야(우리는 올라간다)그래, 우리 올라갈거야(우리는 올라간다)몇 번 이상그래, 올라갈거야눈을 뜨고 꿈꾸며발 페달로 걸 으세요모든 의심내 날개는 가루다와 같아내가 올라갈테니까마음에 대한 두려움이 사라지고 좌절감이 사라졌습니다.혈액에서 성공, 나는 긍정적내가 준비 됐어 (준비)어서 날 시험 해봐그래, 올라갈거야나는 내 마음을 줄 것이다꿈이 이루어지면 절대 멈추지 않아모든 걸 다룰 준비가 됐어요더 불가능한그래, 올라갈거야무슨 일이 벌어 질까내가 원했던 빛을 향해늦었을 때마다 yeah yeah강에서 느끼는 타박상, 어'난 달리지 않아도 돼결국, 당신은 아래로있을거야무대에서 위험 해실제로 90 %는그래, 우린 아무데도 가지 않아아무데도나는 내 마음을 줄 것이다꿈이 이루어지면 절대 멈추지 않아모든 걸 다룰 준비가 됐어요불가능은 없습니다그래, 올라갈거야(우리는 올라간다)그래, 우리 올라갈거야(우리는 올라간다)몇 번 이상그래, 올라갈거야",0,659,33,SS,0,Not-Request,,,,
onlylouie,"The Philippines is the home of world class performers and powerful belters. And I can proudly say that we are a musically inclined country. Its in our genes . So it is our nature to appreciate talent rather than the looks. However, during the advent of kpop, some filipinos went crazy about looks/visuals. That was the time, I think, when the ""other"" portion of filipinos look down and criticizes kpop, in general. I think thats the reason why there are still some people bashing SB19. But, overall,  I think these boys have great talents. They have the potential to be known and become global. As what they are trying to convey, they want to break the barriers which, I think is already happening. They are a game changer in the Philipine Music industry. They may not have that superb visuals that could sink a thousand ships, but they have the talent that could rise above the rest. They are PPOP, they are SB19!",0,914,33,SS,0,Not-Request,,,,
Killua,"From a Filipino's point of view, they are actually not ""handsome"" if you talk about visual. We are stanning them because of their talent.Almost all of my friends tell me the same thing when i recommended SB19 to them, ""They are talented but it's a shame they lack visuals. It's really hard for an idol group to rise in popularity without visuals."" And i share the same sentiment. But still, they are talented and worth stanning especially since theyre giving and opening up something new in terms of Philippine culture.",0,519,33,SS,0,Not-Request,,,,
leiagh hyun,"At first I felt weird listening to their song  Because it is not the usual type of filipino music that we are used to listen, but because I listen to kpop musics, that's why I am able to adopt their concept and enjoy the music. I stan them. Great talents",0,254,33,SS,0,Not-Request,,,,
Jaired Elric,"""what's clear is that this song has a flow that can be heard without getting tired of it"". TRUE",1,95,33,SS,0,Not-Request,,,,
Shio,The song itself was good for us ph its better than some groups that is why we would want them to grow since they have potential to become even bigger,0,149,33,SS,0,Not-Request,,,,
AL JOHN,"Its still not enough, but we are filipinos, the more criticism and suggestions we received, that whats make ua great.. i do believe through their making just see one day theyll be as great as ever..",0,198,33,SS,0,Not-Request,,,,
infiresos ,"I'm a Filipino and a fan BTS but I think this song has a lot of potential. It's very catchy, has a great melody and the lyrics are positive as well.",0,148,33,SS,0,Not-Request,,,,
Nonohana Lottea,"At first Filipinos probably didn't take this concept in very well because it was a new way to perform a Filipino song. The song is about never giving up and moving up which is very inspiring. As a FilipinoI'm starting to like the dedication of this group, and for good music.",0,275,33,SS,0,Not-Request,,,,
Bts _twt,Sb19 is the result of having a good training.A strict training.Filipinos have talent but lack of practices.Thanks to ShowBT because they trained a filipino group strictly and this is the result.It was good.Its a Filipino-Korean Pop.The song is Tagalog and the style is Kpop.I hope no koreans got offended by this.I hope other country support SB19.Dont make feel cringe.Theyre good.You cant feel any cringy things.Their song Go Up is so good.Im not getting tired of it even i played it 100 times.It was smooth and so good.The beat are so good.It can change my mood.Its too long sorry.I need to sleep bye,0,602,33,SS,0,Not-Request,,,,
Anne Lawin,Soooo many many singers in the philippines that much better.but in the philippines.most singer not kpop group.most of them are individual.,0,138,33,SS,0,Not-Request,,,,
morenagirl76,your comments are on point.  they have a song that isnt tiring to listen to. theyre getting attention from Filipinos because they sound different from the pinoy pop songs. pls react to their song hanggang sa huli.,0,213,33,SS,1,Request,,,,
Roms M,"They are currently popular here in the Philippines because it is refreshing to watch a Filipino group that really dances and sings well live. Despite of being trained under Korean agency and the influence of Kpop, their songs are really catchy and not cringy to watch. It still has a touch of Ppop (Philippine Pop) and their passion to promote Filipino music amazes us. Just a trivia, their producer also produced songs of Wanna One and Stray Kids that is why it really has a touch of Kpop, somehow. Nevertheless, the lyrics are tagalog so it is still a Ppop.Thank you for the amazing and honest reaction.",0,605,1,Positive,0,Not-Request,,,,
bulletproof ARMY,And correction pls.they are not the most handsome in the philippines actually a lot more artist in philippines are much more  handsome than them even not artist even ordinary filipinos. but sb19 are truly just talented!their talent is whole package.kpop vibes and style and fashion is 100%,0,289,33,SS,1,Request,,,,
Meepo,Taetae = Pooppoop,0,17,0,Negative,0,Not-Request,,,,
Joann Ataat,"The Visual of  Ken. SB19 Member is The Native Filipino face. Usually. He has Deep voice .Other members are cute type of FilipinoSB19 members:SEJUN- LEADER, MAIN RAPPER, LEAD VOCALISTJOSH - LEAD RAPPER, DANCERSTELL- MAIN VOCALIST,LEAD DANCERKEN - MAIN DANCER , VOCALISTJUSTIN- VISUAL, VOCALIST, BUNSO(MAKNAE OR YOUNGEST In the Group)",0,332,33,SS,0,Not-Request,,,,
Binge YouTube,"They are not actually the best looking Filipinos but they all sure are very talented and hardworking!  All of them can rap, sing, and dance!  So I'm sure they are going up!  ",0,174,33,SS,0,Not-Request,,,,
Yvonne Lea Gonzales,"Please react to their debut song ""Tilaluha"" if you want to hear their nice vocals and also their ""Go Up Dance Practice"". We would like to hear your review 감사합니다 ",2,161,1,Positive,1,Request,,,,
Jaehyun's Trash,For me as a Filipino. This kind of music is really new to us because mostly of our singers are a balladeer~ we doesnt have a proper boygroup or girlgroup. Our girl groups or boy groups are just not into singing theyre just a visual but talent? Some of them have but mostly doesnt have. We are just happy that this boy group received proper training for 3yrs. And they composed and choreographed their own songs~ ,0,412,33,SS,0,Not-Request,,,,
마옴감기,"for now its plausible to the millinians in Filipino entertainment..they are good as diva's...Filipinos singer they good belting and kpop they good in pop musics...for me they need more practice and experience how to control their voice while dancing, and how to make a good music vedios, then i could say they can level in kpop in the near future..for now were are happy bcuz its a different songs, style and made by Filipino not kpop artists...cheers  ",0,453,33,SS,0,Not-Request,,,,
JISOON WORLD,"You don't need to mention the K-POP style,,SB19 Has its own Originality And P-POP style,, K-POP style is not only one and have that kind of genre,, Philippine is well known than Korean in terms if talent and Music.",0,214,33,SS,0,Not-Request,,,,
Nye Be,"It's a great song, very upbeat and refreshing. However, it doesn't feel OPM (Original Pilipino Music is what they call it in the Philippines). I understand the lyrics but it doesn't ""connect"", it feels like the Filipino language is forced to ""fit"" its K-Pop beat. On the other hand, it's produced by a Korean company so of course it will sound Korean. Just my thoughts.",0,369,33,SS,0,Not-Request,,,,
zeth cao,First: They are typical Filipinos but not the handsomest  2:They were selected not because of their looks but because of their talents 3: They were chosen because they were the ones who persevered and determined to push through a career through a rigid program 4: They were the ones who composed the lyrics of their songs and who do the videos because for them is just for fun or just a hobby to make videos just for fun not really for business 5: Since it is under the Korean industry the choreogph and their training are under the Korean supervision 6: And Etcetera... btw Thanks for the reactions,0,599,33,SS,0,Not-Request,,,,
camtono너,"This is new. Because most of the groups here are not really good like them. To be more specific, like their dance. They are very sync and not all the groups or singer here in the Philippines can do that. It's just really new to our eyes and ears because we didn't expect that it can really happen like, it is really well-combined(the korean style and Filipino style with a hint of American style). I mean, I am a Filipino! Maybe that's why I like them.",0,452,33,SS,0,Not-Request,,,,
Shine Son,"[KOR] 안녕하세요, 태태씨! 제 이름은 샤인입니다. 시간을 내어 SB19의 노래 ""Go Up""에 대해 복습하고 반응해 주셔서 감사합니다. ^^SB19는 이곳 필리핀에서 인기를 얻기 시작한 단체입니다. 비록 그들은 한국 회사에서 훈련을 받고 K-pop에서 영감을 받지만, 그들은 필리핀 음악을 동료 필리핀 사람들과 전 세계에 공유하는 것을 목표로 합니다.말씀하신 대로 한국인의 입장에서 복습을 해 주셨고, 이미 그 노래의 모든 익숙한 느낌에 대해 감사하고 있음에도 불구하고 여전히 부족한 점이 있다는 것을 알게 되었습니다. (필리핀인으로서) 저만의 입장에서 볼 때 이 노래는 방탄소년단과 다른 인기 있는 K팝 그룹의 피노이 팬들까지도 이미 필리핀인의 입맛에 맞는 완벽한 패키지를 전달하고 있다고 말할 수 있습니다. 제가 아는 바로는 이미 현존하는 아이돌 그룹이 있음에도 불구하고, 그 중에서도 눈에 띄는 아이돌 그룹입니다.이 그룹을 잘 지켜봐 주세요. 그리고 그들에 대한 여러분의 성원은 매우 감사할 것입니다.감사합니다. :)(Translation by Papago)",0,542,1,Positive,0,Not-Request,,,,
Corrine Solijon,"This kind of song is really new to us here in the Philippines. But they are not the first artist that debut as a group. there are a lot of those who debuted before them who's aiming to be like an ""idol"" group. But none of them really stayed for long most of them are just one hit wonder. And I think its because of the way we produce an ""artist"".Unlike Korea, where before one could debut as an artist one would undergo rigorous training, here in the Philippines mostly the primary ""must have"" to be an artist is the looks. Once you have the visuals then your good to go. I really appriciate this group, the SB19, cause they are paving/opening a new market in the music industry here in the Philippines. It's really hard cause they don't know yet if the mass would accept them with their music style and there's the expectation to them being on the level of kpop which is a whole different thing. I'm just really hoping that the Phil. media would stop branding them as Pinoy ""K pop"" boy group cause it is P POP only and not KPOP. they are only managed by a korean company where they go through the same training as those Idol groups in Korea. Its the same thing with bts actually. Before when they are also starting their ent. sent them in the US to train with the professionals there but that doesn't mean they are an American Boy group right?",0,1344,33,SS,0,Not-Request,,,,
Nami,They are quite popular now because of their dance practice because they are so good there. They starting to get what they deserve. About their looks they are in 80% good looking filipino. But looks doesn't matter we stan SB19 WE STAN TALENTED BOYS. AS A FILIPINO I AM PROUD IN SB19 BECAUSE THEY GIVE A NEW MUSIC/SINGING STYLE IN THE PHILIPPINES AND THEY PROVE THAT THE FILIPINO CAN DO BETTER TOO.,0,396,33,SS,0,Not-Request,,,,
Zee,"the group is quickly gaining popularity because to be honest, this is the first legit group that can really sing and dance at the same time. we have groups...but they either sing or dance only...some tried to be both but no one really succeeded because i guess Filipinos have higher standards now when it comes to vocals and dancing... i guess it's also influenced by the k-pop culture...",0,388,33,SS,0,Not-Request,,,,
earthna님,"I can't really speak as part of the Filipino community since I've been into KPOP for about 11 years now. To be honest, they caught my attention because of the song's similarity to KPOP but what made me stay as their fan is how talented they are. Their vocals are amazing!P.S. It's my first time watching your video and omg I can't unhear that your voice sounds very similar to Na PD's.",4,385,33,SS,0,Not-Request,,,,
Bea Cassandra L. Castillo,"Last year when they debut they are not popularly known, but now here in the Philippines, this September, they're getting popularly known (which they never ask for because they just want to promote the P-Pop industry here in the Philippines) and we (AURUMS) are so happy about that.",0,281,33,SS,0,Not-Request,,,,
Marigel Maniego,"From a Filipino point of view, their visual is just okay. They're not bad looking but they're also not the typical visual to be celebrities. However, they're getting really popular because of their talent. This type of music isn't really common for Filipino songs but it's exactly what I've been wishing for when they started experimenting with idol groups. The lyrics were not awkward like others. Maybe it didn't really showcase their real vocal talent but it's a good start. Their other songs show their vocal prowess more.",0,526,33,SS,0,Not-Request,,,,
The Unknown,"They are Facing the High toxicity In Philippines ( some Filipino's love Kpop but ... not all Filipino's Love Kpop  ). .. ..And when some of filipino's saw you or hear you listening Kpop  songs they are calling you "" Gay Gay Gay ""  if you are a BOY  ( if you want to listen kpop songs here in Philipiines ( in Public ) you need to wear Earphones ) That is the Reality ",2,367,33,SS,0,Not-Request,,,,
HEP SHETTY,"you don't see powerful one in this team? huh? maybe you're deaf because we, Filipinos know how to listen and watch to a certain song/performance. maybe u have problems with u hmmm try to watch it again and give us a very good review.",0,233,0,Negative,0,Not-Request,,,,
Ruth Balonkita,"Actually, 98% of Filipinos can sing. Unfortunately I belong in the 2%. ",274,71,0,Negative,0,Not-Request,,,,
Jasmine Millet,vocal training in the philippines?well... we have karaoke in almost every houses..,515,82,0,Negative,0,Not-Request,,,,
Mohd Hafiz,i guess these Philippines vocal training system is one set of karaoke at everyone home..,224,88,0,Negative,0,Not-Request,,,,
fuanghuang PrinCeSs,"if Indian is Best in Dancing,Vietnam is Best in Fightng ...will Philippine is Best in singing...",124,96,0,Negative,0,Not-Request,,,,
98765qaz cs,"You have just heard perfection.  If you listen to too much of her singing, her voice will spoil you to the point that you will not be content listening to human singers.  Here are more, most excellent Morissette Wish bus radio performances (while she is sitting down, singing live, on a radio station, in a bus!) that are well worth reacting to (a massive understatement).  I highly recommend these Wish bus performances (because they are intimidatingly perfect!):""Rise Up""""Never Enough""""Secret Love Song""""You And I""""Naririnig Mo Ba""""Panaginip""These are fantastic, flawless performances demonstrating different aspects of her talent (guaranteed).",258,646,33,SS,1,Request,,,,
Jhopes Bae ph army,I noticed most of the korean reactors dont know whats a whistle is  they keep on calling it the dolphin sound,96,109,0,Negative,0,Not-Request,,,,
NekoPlays Escanor,I think you need to review her Resignation cover of Ms. Lee Yong Hyun,285,69,33,SS,1,Request,,,,
The Duh,filipinos be like: what is vocal training? lmao,29,47,0,Negative,0,Not-Request,,,,
Taespacito,Salamat po  I like how he added the po for respect,12,50,1,Positive,0,Not-Request,,,,
AJ AJUSSHI,Every singer here in the philippine they're first vocal teacher is a Karaoke machine i think thats why some filipino is so good in singing even without pro singer teacher!,48,171,0,Negative,0,Not-Request,,,,
DB TV,90-95 percent in the Philippines can sing by the way.  just saying ,21,67,0,Negative,0,Not-Request,,,,
half smile,"Vocal training set Karaoke,songbook, 5pesos per song ahahaha",6,60,0,Negative,0,Not-Request,,,,
Aliyah Quisaot,"""Is there a vocal training system in the Philippines?"" KARAOKE",7,62,0,Negative,0,Not-Request,,,,
Tito Villanueva,You didn't. See that coming don't u??? Like this if any pilipino watching this||\/,6,82,0,Negative,0,Not-Request,,,,
Eya Chan,It's really good to see Koreans appreciating Philippine Singers . I'm from Philippines ,36,87,1,Positive,0,Not-Request,,,,
Dumb Dumb,Came here for mori. 'Rise up' next.  or 'I believe' by Darren or Kz Tandingan Rolling in the deep.,64,98,1,Positive,1,Request,,,,
Suga'sSugar,BRO! The face he made when he heard her whistle Note was PRICELESS!!let me rephrase that....All her high notes..There that's better,5,131,33,SS,0,Not-Request,,,,
Angelica Sorio Macaraeg,There is a korean version cover by Bora Kim also so that u can understand whats the meaning of the song...,55,106,33,SS,1,Request,,,,
gelayyy amor,"When he says 'akin kana lang' i was like, 'omg sure! Come here'#filipinaknows",8,77,1,Positive,0,Not-Request,,,,
Oni chan pooo,kareoke is our vocal teacherthe one who invented kareokeis a filipino so having kareoke is basically a filipino culture thing,11,125,0,Negative,0,Not-Request,,,,
Ton Livan,Excellent vocalist with no faults,42,33,33,SS,0,Not-Request,,,,
U2br Oct2018,"Ailee and So Hyang are good singers but No, Morissettes better than them. Love her tone... her tone compared to the previous...No pretensions... theyre no match with Morissette.No hate please, this is my own opinion and I strongly believe its the truth.  ",15,255,0,Negative,0,Not-Request,,,,
Dennis Galabo,"7:30 - Is there a vocal training system in Philippines?Me: Yeah, karaoke!!! Even people who cant sing or shouldnt be singing belts out My Way or Greatest Love Of All just to annoy their neighbors! True Story!! Haha! =)",30,218,0,Negative,0,Not-Request,,,,
Amor Jamandre,Philippines had strong lungs it's comes to sing,4,47,0,Negative,0,Not-Request,,,,
RAyzah Mel,"I've known her since grade school and I know she's one of the kindest person you'll ever meet. She's grounded, talented and very smart. And I believe that she deserves a bigger stage than Philippines.",5,200,33,SS,0,Not-Request,,,,
Vanguzx,"Next please,Morissette's Asia's Song Festival 2018 ""Resignation"" in Busan Korea.. . . . .Thanks ",72,96,33,SS,1,Request,,,,
Baby Dara,"as far as i know, there's no formal training happened to morissete. she has a natural born voice that everyone envied to her, even me. i hope you listen to her other songs ",32,172,0,Negative,1,Request,,,,
Jericho Joseph,"I highly recommend the KZ Tandingan Performance in China, She sang the Rolling in the deep and also please make a reaction of darren espanto and morrisette A WHOLE NRW WORLD ",15,174,33,SS,1,Request,,,,
Louniel Nale,Thank for the reaction and vocal review.  Hope you can also try her Resignation rendetion from Big Mama Lee Hyo Yeon ,105,117,1,Positive,1,Request,,,,
Bryll De Torres,"Please make a reaction to morisette amon songs titled: 1, Naririnig mo ba 2. Diamante",0,85,33,SS,1,Request,,,,
Ariel Corral,Try her I want to know what love is live at myx Mariah Careys version. Its superb.,4,82,33,SS,1,Request,,,,
2ne1blink87 Jack,Regine Velasquez please the reason why we have so much talented singer because she set the standards when it comes to live singing or just singing in general.,15,158,33,SS,1,Request,,,,
I love Toilet,"Philippines has many singers,  it's because the first karaoke was invented  by  a Filipino...It's just we sung when we feel it!!! You've just witness perfection!!She just audition to the voice!!!",12,195,1,Positive,0,Not-Request,,,,
Sha Sha,We don't have vocal training it's just normally come out,0,56,0,Negative,0,Not-Request,,,,
Airam Doll,"Vocal training system you say? At the age of 3 or even below, kids snatch microphones whenever there is a karaoke session. And we have karaoke at almost all houses, you see ",5,173,0,Negative,0,Not-Request,,,,
Kat Sairo,"Vocal training in Philippines is karaoke. I remember always singing Journey, Sarah Geronimo,  ABBA, Carpenters and Air Supply as a child",12,136,0,Negative,0,Not-Request,,,,
Patricia Montojo,"New subs here baby.. Youre my nrw korean crush reactor now.. Pls next her performance of "" i wanna know what love is"" on myx. Thnx baby..",6,137,1,Positive,1,Request,,,,
델라라프레스,So far the best vocalist ive ever listened. She sang effortlessly while hitting the hight notes. Soft voice! The quality of her voice is so beautiful. This song is really nice to listen when you're relaxing.,2,207,33,SS,0,Not-Request,,,,
It's Jayesselle,"Him: I think Philippines has many singersme: that's trueeeAlso me: and i'm not one of those many, sadlyf pre.",5,109,1,Positive,0,Not-Request,,,,
Jairus Roseco,After her performance in the Asia song festival she was dubbed as Asia's Phoenix.,3,81,33,SS,0,Not-Request,,,,
Zaq Wert,Reaction (Marathon) for KZ Tandingan Rolling in the deep RoyalsSay something Feeling good,4,89,33,SS,1,Request,,,,
scorpion 03,Yeah theres a vocal training in the Philippines its called karaoke,4,66,0,Negative,0,Not-Request,,,,
Jon C,"Most of these amazing singers were either self-taught and/or influenced by the parents and/or idols while growing up, and engaged in various singing contests across the country at such a young age.",8,197,0,Negative,0,Not-Request,,,,
jinnielicious hyung,"""She looks exotic"" - you made me laugh there. ",2,46,1,Positive,0,Not-Request,,,,
The Manon Movement !!,The vocal training in the Philippines is no joke. I had a college classmate before who confessed that she was already 18 when she found out what ice-cream tasted like. And it was after she quit from singing. She also added that she have to wake up 5 am every day to vocalize and just drink ginger ale,2,300,0,Negative,0,Not-Request,,,,
귀여운조슈아,"Please react to Michael pangilinan ""LAY ME DOWN"" I'm your new subscriber",6,72,1,Positive,1,Request,,,,
JE ER,most of filipino singers do not undergo vocal training. they gained it through their singing experience since they were at the young age by joining amateur to professional singing competition.,2,192,33,SS,0,Not-Request,,,,
28-Jan-82,There is a korean cover of this  she even sing with morisette,9,61,33,SS,0,Not-Request,,,,
baye firt,"Bro, you found, a very Great artist.. Continue to react to her, she has many followers all over The, world.. Love u Mori.. ",17,123,1,Positive,1,Request,,,,
Rolf Rods,"""This song is so attractive that I wanted to cover it."" Hmm. You mentioned this at 8:25 and that got me interested. Can't wait for you to cover one.A male version for this song is interesting and unique. I hope you can cover one. ",0,230,1,Positive,1,Request,,,,
Haze moon,Great voice and song big heart to philippinThank you,4,52,1,Positive,0,Not-Request,,,,
maricar Hicao,"5:31 mwola?Is a dolphin dude 7:20 is there vocal training in the Philippines?If you rich you can have like that vocal training but if you have poor you only have 5 pesos to be train at videokie, at young age they can practice but in my case i need  lot of 5 pesos coin to train my vocal ",0,287,0,Negative,0,Not-Request,,,,
arcie02,Indeed there is an unorthodox for vocal and air control training system in the Philippines it's deeping your whole body up to your neck (works best on ocean) and theee you would do the do re mi fa so la ti do vocalization and several notes to reach while your neck in plunged to the water. You should watch REGINE VELASQUEZ ( idon't want to miss a thing cover) she is the QUEEN of all Quen high belting singera in the PHILIPPINES MORISETTE AMON looked up to her,4,461,33,SS,1,Request,,,,
Sara y,The Beach is our secret weapon. Do you know that singing while the water is in the level of your troat can improve your voice quality thats why there are many great singer that lives near an ocean,1,196,0,Negative,0,Not-Request,,,,
Angela Diane Dela Cruz,"Please react to Morissette Amon sings ""I wanna know what love is"" live on MYX. More of her, new subscriber here",18,111,1,Positive,1,Request,,,,
Estevenson Pacheco,Please react to Regine Velasquez & Morissette Amon - Mariah Carey Medley,0,72,33,SS,1,Request,,,,
Phenky Phenky,anyway . this is jst my first time watching a vocal teacher didnt knw about whistle.,1,84,0,Negative,0,Not-Request,,,,
Kenzu Ollanas,Pls react to a whole new world by Darren and morisette,9,54,33,SS,1,Request,,,,
Hilda Benlota,If you like the voice of morissette say this to her MORISSETTE AKIN KA NA LANG hehe..,5,85,0,Negative,1,Request,,,,
Benjamin Encinas,A lot of foreigners have covered this song already.,5,51,33,SS,0,Not-Request,,,,
Axl Jan Santos,No vocal traning just pure talentPS: except Anne hahahaha,0,57,0,Negative,0,Not-Request,,,,
Nikki 1233,Yes! Your correct on SALAMAT PO,1,31,0,Negative,1,Request,,,,
Glenn Paul dela Torre,PLEASE REACT TO:DARREN ESPANTO --- I BELIEVE---on WISH 107.5 BUS,6,64,33,SS,1,Request,,,,
Anisah Tadman,Morissette amon,1,15,0,Negative,1,Request,,,,
Bby Atiny,Is there a vocal training system in Philippines?Uh...does karaoke count?,2,72,0,Negative,0,Not-Request,,,,
Rainier Esguerra,She is amazing. Subbed. React to her more please.,17,49,1,Positive,1,Request,,,,
Fly High,Karaoke - Vocal Training System ,0,32,0,Negative,0,Not-Request,,,,
Ceejay Escat,React to rise up and never enough of morissette amon,0,52,33,SS,1,Request,,,,
Quench Gamer TV,if you know Ryan Cayabyab he trained great singers like morissette and regine velasquez,0,87,0,Negative,0,Not-Request,,,,
Angelica D.,please react morissettes never enoughsecret love songresignation that is held there in  korea if im not mistaken rise upshinestone cold,0,135,33,SS,1,Request,,,,
Zen Rutz,Plss..react Times morissette amon proved she doesn't need a microphone.,0,71,33,SS,1,Request,,,,
Lemuel Lontiong,Please react katrina velarde...sing somewhere over the rainbow....,1,66,33,SS,1,Request,,,,
Jade Gandeza,Hello..  Everyone in here ask you to react on morissette amon Resignation on ASF 2018 hope you will soon..  Btw nice reaction on what you've watch!!  So hwaiting !!,0,164,1,Positive,1,Request,,,,
Richiem Labatos,"I love the way how you react, your Face was so cute special on the climax point. New subscriberLove from Philippines ",5,117,1,Positive,0,Not-Request,,,,
Janeurose Zacarias,There is no specifically  required vocal training here in the Philippines. We just sing and sing and sing :),1,108,0,Negative,0,Not-Request,,,,
Arc,"If you keep on making reactions to Morisette, you'll definitely get more followers ",2,83,1,Positive,1,Request,,,,
금왕,노래 테크닉은 말하것도없이 최고인거같고 제일좋았던거는 감정인거같아요 시작부터 끝날때까지 감정을 절대 놓지않는 가수인거같아요,3,68,1,Positive,0,Not-Request,,,,
Gary Soberano,"React to her ""Never Enough"" and ""Rise Up""",0,41,33,SS,1,Request,,,,
Louie Roque,New Subscriber here please react to more filipino singers..,7,59,1,Positive,1,Request,,,,
mira labagnoy,"It's not a best,one of the best",1,31,0,Negative,0,Not-Request,,,,
Nonoy Lim,"There are a lot of great vocalist in the Philippines as singing is one of the passions of Filipinos. You just have to discover them through the whiz buss. Next reaction for Morissette...""Rise Up"" on the same whiz buss. You won't be disappointed for sure. Anyhow, you just earned a new subscriber.",0,296,1,Positive,1,Request,,,,
Kuya G,"React to ""Morissette Amon Di Mapaliwanag with whistle register in last part""",0,76,33,SS,1,Request,,,,
Jmark Mo,"Plz,  also react to Morissette Amon cover song ""Rise Up""And also most filipinos taught our selves to sing. Most of the time singing in a karaoke.",0,145,0,Negative,1,Request,,,,
Drea Hijosa,Haha im proud to say that we Filipino's usually doesn't have vocal trainers or any vocal training system we just usually sing in some karaoke's in our houses or in some occasions. I guess it runs in the blood of the Filipino's who sings nice. ,0,243,1,Positive,0,Not-Request,,,,
None Vine,I Think Morrisette is on a Level where Mariah and Ariana is ,1,60,0,Negative,0,Not-Request,,,,
Jane Fabello,Morissette amon NEVER ENOUGH and RISE UP on wish 107.5,0,54,0,Negative,1,Request,,,,
